title,episodes,country,premiere_year,final_year,seasons,Original Channel,technique,final_year_filled,run_years,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,year_diff,rating_norm,seasons_norm,votes_norm,success_score,is_successful,toy_products,avg_stars,total_reviews,bought_last_month,match_reliable,has_merch,imdb_norm,merch_norm,reviews_norm,franchise_score,is_franchise,netflix_popularity,netflix_vote_avg,netflix_vote_count,netflix_duration,on_netflix,is_franchise_final,theme,yt_has_content,yt_top10_total_views,yt_top10_avg_views,yt_video_count,years_since_premiere,log_votes_per_year,genre_animation,genre_family,genre_comedy,genre_adventure,genre_action,on_streaming,netflix_pop_filled,log_yt_views,title_has_high_animal,title_has_hero_keyword,title_word_count,title_has_character,country_grouped_Australia,country_grouped_Brazil,country_grouped_Canada,country_grouped_Coproduction,country_grouped_France,country_grouped_Germany,country_grouped_Other,country_grouped_South Korea,country_grouped_Spain,country_grouped_United Kingdom,country_grouped_United States,technique_grouped_CGI,technique_grouped_Flash,technique_grouped_Flash/Traditional,technique_grouped_Other,technique_grouped_Stop Motion,technique_grouped_Stop-motion,technique_grouped_Toon Boom Harmony,technique_grouped_Traditional,technique_grouped_Traditional/Flash,era_Golden Age (85-96),era_Modern (97-09),era_Streaming Era (2010+),dash_prob
Soul Quest Overdrive,6,United States,2011.0,2011.0,1.0,Adult Swim,Flash,2011.0,0.0,soul quest overdrive,tt1953251,tvSeries,Soul Quest Overdrive,Soul Quest Overdrive,0.0,2011.0,2011.0,23.0,"Animation,Comedy,Sport",5.9,135.0,0.0,0.569620253164557,0.0,0.0001830303484494,0.2278938588529351,0,0.0,,,0.0,,0,0.569620253164557,0.0,0.0,0.1139240506329114,0,0.0,,,,0,0,,1,40549,4054,10,13.0,0.37789652967200404,1,0,1,0,0,0,0.0,10.61029105954356,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.039479915
Sonic Underground,40,Coproduction,1999.0,2000.0,1.0,"Syndication, TF1",Traditional,2000.0,1.0,sonic underground,tt0230804,tvSeries,Sonic Underground,Sonic Underground,0.0,1999.0,1999.0,30.0,"Animation,Family",6.0,3513.0,0.0,0.5822784810126581,0.0,0.005051349380435,0.234174229750172,0,0.0,,,0.0,,0,0.5822784810126581,0.0,0.0,0.1164556962025316,0,0.0,,,,0,0,,1,617613840,61761384,10,25.0,0.3265804107498817,1,1,0,0,0,0,0.0,20.241373967369316,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.24002583
Best Bugs Forever,52,France,2019.0,,1.0,"Disney Channel (UK), France Télévisions",Traditional/Flash,2023.0,4.0,best bugs forever,tt10505338,tvSeries,Best Bugs Forever,Best Bugs Forever,0.0,2019.0,2019.0,11.0,"Adventure,Animation,Comedy",7.6,43.0,0.0,0.7848101265822783,0.0,5.0441434612047726e-05,0.3139366609915643,0,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,38.557,10.0,1.0,1 Seasons,1,0,,1,205433,20543,10,5.0,0.7568379267836522,1,0,1,1,0,1,38.557,12.232880093449765,0,0,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.014902772
Time Traveler Luke,52,South Korea,2020.0,2021.0,1.0,KBS1,CGI,2021.0,1.0,time traveler luke,tt15102132,tvSeries,Time Traveler Luke,Time Traveler Luke,0.0,2020.0,2021.0,20.0,"Action,Adventure,Animation",7.7,44.0,0.0,0.7974683544303797,0.0,5.188261845810624e-05,0.3190003124267664,0,0.0,,,0.0,,0,0.7974683544303797,0.0,0.0,0.1594936708860759,1,16.912,10.0,1.0,1 Seasons,1,0,,1,44730194,4473019,10,4.0,0.9516656224425799,1,0,0,1,1,1,16.912,17.616159334889804,0,0,3,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.05243378
Beethoven,24,United States,1994.0,1995.0,1.0,CBS,Traditional,1995.0,1.0,beethoven,tt0280233,tvSeries,Beethoven,Beethoven,0.0,1994.0,1995.0,25.0,"Adventure,Animation,Comedy",5.3,266.0,0.0,0.4936708860759493,0.0,0.000371825432283,0.1975613107884505,0,0.0,,,0.0,,0,0.4936708860759493,0.0,0.0,0.0987341772151898,0,0.0,,,,0,0,,1,1113306693,111330669,10,30.0,0.18624162194667498,1,0,1,1,0,0,0.0,20.830600427435733,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.0031636038
TigerSharks,26,United States,1987.0,1987.0,1.0,Syndication,Traditional,1987.0,0.0,tigersharks,tt2169999,tvSeries,TigerSharks,TigerSharks,0.0,1987.0,,12.0,"Action,Adventure,Animation",6.9,168.0,0.0,0.6962025316455696,0.0,0.0002305894153693,0.2785386600120701,0,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0,0,,1,117310049,11731004,10,37.0,0.1386459112141371,1,0,0,1,1,0,0.0,18.580330987702936,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.005097726
BB3B,13,United Kingdom,2005.0,2005.0,1.0,CBBC,Traditional,2005.0,0.0,bb3b,tt0455888,tvSeries,BB3B,BB3B,0.0,2005.0,2005.0,20.0,"Action,Adventure,Animation",6.3,56.0,0.0,0.6202531645569619,0.0,6.917682461080831e-05,0.2481185600289374,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,0.0,,,,0,0,,1,403535,40353,10,19.0,0.2127921719912921,1,0,0,1,1,0,0.0,12.908020982043189,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.010052127
Toca Life Stories,42,United States,2020.0,,1.0,YouTube,Flash,2023.0,3.0,toca life stories,tt12571190,tvSeries,Toca Life Stories,Toca Life Stories,0.0,2020.0,,23.0,,8.3,44.0,0.0,0.8734177215189872,0.0,5.188261845810624e-05,0.3493800592622094,1,0.0,,,0.0,,0,0.8734177215189872,0.0,0.0,0.1746835443037974,1,0.0,,,,0,0,,1,258052395,25805239,10,4.0,0.9516656224425799,0,0,0,0,0,0,0.0,19.368673207538187,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.035537858
Tish Tash,52,Coproduction,2020.0,,1.0,"EBS1 (South Korea), CBeebies (United Kingdom)",Flash,2023.0,3.0,tish tash,tt22332184,tvSeries,Tish Tash,Tish Tash,0.0,2020.0,2020.0,5.0,"Animation,Family",8.2,46.0,0.0,0.8607594936708859,0.0,5.476498615022324e-05,0.3443174887148919,1,0.0,,,0.0,,0,0.8607594936708859,0.0,0.0,0.1721518987341772,1,0.0,,,,0,0,,1,907018,90701,10,4.0,0.9625369004275146,1,1,0,0,0,0,0.0,13.71791867705868,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.014857904
Big Tree City,15,United Kingdom,2022.0,,1.0,Netflix,CGI,2023.0,1.0,big tree city,tt15527362,tvSeries,Big Tree City,Big Tree City,0.0,2022.0,,24.0,"Action,Adventure,Animation",8.1,111.0,0.0,0.8481012658227846,0.0,0.000148441936144,0.3392776168131498,1,0.0,,,0.0,,0,0.8481012658227846,0.0,0.0,0.1696202531645569,1,0.0,,,,0,0,,1,443702045,44370204,10,2.0,2.359249435647547,1,0,0,1,1,0,0.0,19.910663827562306,0,0,3,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.060793217
Big Nate,8,United States,2022.0,,1.0,Paramount+,CGI,2023.0,1.0,big nate,tt11947288,tvSeries,Big Nate,Big Nate,0.0,2022.0,2024.0,22.0,"Animation,Comedy,Family",6.6,695.0,0.0,0.6582278481012657,0.0,0.0009900933022421,0.2635386625660668,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,43.459,8.1,14.0,1 Seasons,1,0,,1,66514904,6651490,10,2.0,3.27267483016721,1,1,1,0,0,1,43.459,18.012936615849856,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0.08437242
Big Blue,20,Canada,2021.0,,1.0,"CBC Kids (Canada), Nicktoons (United Kingdom), ABC ME (Australia)",Flash,2023.0,2.0,big blue,tt16154056,tvSeries,Big Blue,Big Blue,0.0,2021.0,2022.0,11.0,"Adventure,Animation,Family",8.2,74.0,0.0,0.8607594936708859,0.0,9.511813383986144e-05,0.3443275770018143,1,0.0,,,0.0,,0,0.8607594936708859,0.0,0.0,0.1721518987341772,1,41.726,10.0,1.0,1 Seasons,1,0,,1,3560146866,356014686,10,3.0,1.4391627045121034,1,1,0,1,0,1,41.726,21.993067635734675,0,0,2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.023194164
Stargate Infinity,26,United States,2002.0,2003.0,1.0,Fox Kids,Traditional,2003.0,1.0,stargate infinity,tt0320969,tvSeries,Stargate Infinity,Stargåte Infinity,0.0,2002.0,2003.0,30.0,"Action,Adventure,Animation",3.6,848.0,0.0,0.2784810126582278,0.0,0.0012105944306891,0.1116950536709634,0,0.0,,,0.0,,0,0.2784810126582278,0.0,0.0,0.0556962025316455,0,0.0,,,,0,0,,1,874129,87412,10,22.0,0.306548144832334,1,0,0,1,1,0,0.0,13.68098438499553,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.0436963
Star Wars: The Bad Batch,16,United States,2021.0,,1.0,Disney+,CGI,2023.0,2.0,star wars: the bad batch,tt12708542,tvSeries,Star Wars: The Bad Batch,Star Wars: The Bad Batch,0.0,2021.0,2024.0,30.0,"Action,Adventure,Animation",7.8,66502.0,0.0,0.8101265822784809,0.0,0.0958300786598143,0.3480081525763459,1,60.0,4.73,22.0,11600.0,True,1,0.8101265822784809,0.238928939237899,0.000190390473553,0.2934838306549289,1,74.86,8.222,1012.0,1 Seasons,1,1,,1,75707057,7570705,10,3.0,3.7016674461361165,1,0,0,1,1,1,74.86,18.142381950521138,0,0,5,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0.9558123
Star Trek: Prodigy,10,United States,2021.0,,1.0,Paramount+ / Nickelodeon,CGI,2023.0,2.0,star trek: prodigy,tt9795876,tvSeries,Star Trek: Prodigy,Star Trek: Prodigy,0.0,2021.0,2024.0,24.0,"Action,Adventure,Animation",7.6,8095.0,0.0,0.7848101265822783,0.0,0.0116548537630751,0.3168377640736801,0,0.0,,,0.0,,0,0.7848101265822783,0.0,0.0,0.1569620253164556,0,74.096,7.3,154.0,1 Seasons,1,0,,1,19335221,1933522,10,3.0,2.9997084638424156,1,0,0,1,1,1,74.096,16.777438964726432,0,0,3,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0.43669078
Stan Lee's Superhero Kindergarten,26,United States,2021.0,,1.0,Amazon Prime Video,Flash,2023.0,2.0,stan lee's superhero kindergarten,tt10408914,tvSeries,Stan Lee's Superhero Kindergarten,Superhero Kindergarten,0.0,2021.0,2021.0,23.0,"Action,Animation,Family",5.9,291.0,0.0,0.569620253164557,0.0,0.0004078550284345,0.2279500650229314,0,0.0,,,0.0,,0,0.569620253164557,0.0,0.0,0.1139240506329114,0,0.0,,,,0,0,superhero,1,62795472,6279547,10,3.0,1.8922512674227605,1,1,0,0,1,0,0.0,17.955393542852846,0,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.041940916
Baby Jake,52,United Kingdom,2011.0,2012.0,1.0,CBeebies,Flash,2012.0,1.0,baby jake,tt2011445,tvSeries,Baby Jake,Baby Jake,0.0,2011.0,,11.0,Family,5.2,222.0,0.0,0.4810126582278481,0.0,0.0003084133430565,0.1924821666269034,0,0.0,,,0.0,,0,0.4810126582278481,0.0,0.0,0.0962025316455696,0,0.0,,,,0,0,,1,1217826018,121782601,10,13.0,0.4159362901123168,0,1,0,0,0,0,0.0,20.92033315448778,0,0,2,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0.04165349
Ba Da Bean,52,Brazil,2021.0,,1.0,Discovery+,Flash,2023.0,2.0,ba da bean,tt16591764,tvSeries,Ba Da Bean,Ba Da Bean,0.0,2021.0,,11.0,Animation,8.2,58.0,0.0,0.8607594936708859,0.0,7.205919230292532e-05,0.3443218122664301,1,0.0,,,0.0,,0,0.8607594936708859,0.0,0.0,0.1721518987341772,1,0.0,,,,0,0,,1,378822124,37882212,10,3.0,1.3591791479685733,1,0,0,0,0,0,0.0,19.75257732570145,0,0,3,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0067358366
Atomic Puppet,26,Coproduction,2016.0,2017.0,1.0,"Teletoon, Disney XD, France 4",Flash,2017.0,1.0,atomic puppet,tt5869342,tvSeries,Atomic Puppet,Atomic Puppet,0.0,2016.0,2017.0,22.0,"Action,Adventure,Animation",5.7,260.0,0.0,0.5443037974683544,0.0,0.0003631783292067,0.2178123135696434,0,0.0,,,0.0,,0,0.5443037974683544,0.0,0.0,0.1088607594936709,0,92.931,5.8,6.0,1 Seasons,1,0,,1,1291515,129151,10,8.0,0.6955650509153367,1,0,0,1,1,1,92.931,14.07132728013661,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.29527038
BattleTech: The Animated Series,13,United States,1994.0,1994.0,1.0,Fox,Traditional,1994.0,0.0,battletech: the animated series,tt0138224,tvSeries,BattleTech: The Animated Series,BattleTech,0.0,1994.0,,23.0,"Action,Animation,Sci-Fi",6.7,152.0,0.0,0.670886075949367,0.0,0.0002075304738324,0.2684063129982049,0,0.0,,,0.0,,0,0.670886075949367,0.0,0.0,0.1341772151898734,0,0.0,,,,0,0,,1,14654417,1465441,10,30.0,0.1676812640464145,1,0,0,0,1,0,0.0,16.500252417930138,0,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.13136558
Battle Kitty,9,United States,2022.0,2022.0,1.0,Netflix,CGI,2022.0,0.0,battle kitty,tt10050740,tvSeries,Battle Kitty,Battle Kitty,0.0,2022.0,,30.0,"Action,Adventure,Animation",6.3,390.0,0.0,0.6202531645569619,0.0,0.0005505322291943,0.2482388988800833,0,0.0,,,0.0,,0,0.6202531645569619,0.0,0.0,0.1240506329113923,0,22.595,7.5,8.0,1 Seasons,1,0,,1,47441467,4744146,10,2.0,2.984353779992683,1,0,0,1,1,1,22.595,17.675007256525735,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0.37889573
ThunderCats Roar,40,United States,2020.0,2020.0,1.0,Cartoon Network,Traditional,2020.0,0.0,thundercats roar,tt8435344,tvSeries,ThunderCats Roar,ThunderCats Roar,0.0,2020.0,2020.0,11.0,"Action,Animation,Comedy",2.2,2986.0,0.0,0.1012658227848101,0.0,0.0042918454935622,0.0415792904873146,0,0.0,,,0.0,,0,0.1012658227848101,0.0,0.0,0.020253164556962,0,20.079,2.7,25.0,1 Seasons,1,0,,1,39794600,3979460,10,4.0,2.0005062045540276,1,0,1,0,1,1,20.079,17.499241807786596,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.13378468
Barnyard Commandos,13,United States,1990.0,1990.0,1.0,Syndication,Traditional,1990.0,0.0,barnyard commandos,tt0377143,tvSeries,Barnyard Commandos,Barnyard Commandos,0.0,1990.0,1990.0,30.0,"Action,Adventure,Animation",7.5,82.0,0.0,0.7721518987341771,0.0,0.0001066476046083,0.3088874213948229,0,0.0,,,0.0,,0,0.7721518987341771,0.0,0.0,0.1544303797468354,0,0.0,,,,0,0,,1,868082,86808,10,34.0,0.1299659002293117,1,0,0,1,1,0,0.0,13.6740426111908,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.056480817
Barney,13,United Kingdom,1988.0,1989.0,1.0,BBC1,Traditional,1989.0,1.0,barney,tt0480282,tvSeries,Barney,Barney,0.0,1988.0,1989.0,5.0,"Animation,Family",6.9,90.0,0.0,0.6962025316455696,0.0,0.0001181770753767,0.278510556927072,0,0.0,,,0.0,,0,0.6962025316455696,0.0,0.0,0.1392405063291139,0,0.0,,,,0,0,,1,700098563,70009856,10,36.0,0.12530165295880138,1,1,0,0,0,0,0.0,20.36673168880977,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.0010565238
"This Is America, Charlie Brown",12,United States,1988.0,1989.0,1.0,CBS,Traditional,1989.0,1.0,"this is america, charlie brown",tt0286397,tvSeries,"This Is America, Charlie Brown","This Is America, Charlie Brown",0.0,1988.0,1989.0,24.0,"Animation,Comedy,Family",7.4,771.0,0.0,0.7594936708860759,0.0,0.0010996232745426,0.304072374173066,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,13292597,1329259,10,36.0,0.18469401527846602,1,1,1,0,0,0,0.0,16.402717896911977,0,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.052427158
Balloon Barnyard,26,Australia,2017.0,2017.0,1.0,Disney Junior,CGI,2017.0,0.0,balloon barnyard,tt5928086,tvSeries,Balloon Barnyard,Balloon Barnyard,0.0,2017.0,,7.0,"Animation,Family",7.8,17.0,0.0,0.8101265822784809,0.0,1.2970654614526556e-05,0.324053875575046,1,0.0,,,0.0,,0,0.8101265822784809,0.0,0.0,0.1620253164556961,1,0.0,,,,0,0,,1,27332544,2733254,10,7.0,0.4129102511280235,1,1,0,0,0,0,0.0,17.12358867468108,0,0,2,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.014252682
Spliced,26,Canada,2009.0,2010.0,1.0,Teletoon,Flash,2010.0,1.0,spliced,tt1596561,tvSeries,Spliced,Spliced,0.0,2009.0,2010.0,22.0,"Adventure,Animation,Comedy",6.8,360.0,0.0,0.6835443037974682,0.0,0.0005072967138125,0.2735445456974404,0,0.0,,,0.0,,0,0.6835443037974682,0.0,0.0,0.1367088607594936,0,0.0,,,,0,0,,1,2239686,223968,10,15.0,0.3925918638888587,1,0,1,1,0,0,0.0,14.62184668192492,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0049745785
Spiral Zone,65,United States,1987.0,1987.0,1.0,Syndication,Traditional,1987.0,0.0,spiral zone,tt0169492,tvSeries,Spiral Zone,Spiral Zone,0.0,1987.0,1987.0,30.0,"Action,Adventure,Animation",7.4,278.0,0.0,0.7594936708860759,0.0,0.0003891196384357,0.3038947482640393,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,1699286,169928,10,37.0,0.15219491302219906,1,0,0,1,1,0,0.0,14.345719309284025,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.048459448
Apollo Gauntlet,6,United States,2017.0,2017.0,1.0,Adult Swim,Traditional,2017.0,0.0,apollo gauntlet,tt7119536,tvSeries,Apollo Gauntlet,Apollo Gauntlet,0.0,2017.0,2017.0,11.0,"Adventure,Animation,Comedy",6.6,344.0,0.0,0.6582278481012657,0.0,0.0004842377722756,0.2634121986835752,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0,0,,1,3471075,347107,10,7.0,0.8347920595759086,1,0,1,1,0,0,0.0,15.059975190311505,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.08918935
The World of Peter Rabbit and Friends,9,United Kingdom,1992.0,1995.0,1.0,BBC1 (1992–96)BBC Two (1998),Traditional,1995.0,3.0,the world of peter rabbit and friends,tt0296886,tvSeries,The World of Peter Rabbit and Friends,The World of Peter Rabbit and Friends,0.0,1992.0,1998.0,24.0,"Adventure,Animation,Biography",8.4,1269.0,0.0,0.8860759493670886,0.0,0.0018173328298797,0.3548847129543054,1,6.0,4.57,247.0,350.0,True,1,0.8860759493670886,0.0072090628218331,0.0021375657712545,0.1817145658682395,1,0.0,,,,0,1,rabbit,1,258681873,25868187,10,32.0,0.2233366306078949,1,0,0,1,0,0,0.0,19.37110957898836,0,0,7,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.8724426
The Wonderful World of Mickey Mouse,22,United States,2020.0,,1.0,Disney+,Traditional,2023.0,3.0,the wonderful world of mickey mouse,tt13089270,tvSeries,The Wonderful World of Mickey Mouse,The Wonderful World of Mickey Mouse,0.0,2020.0,2023.0,8.0,"Adventure,Animation,Comedy",7.9,1803.0,0.0,0.8227848101265822,0.0,0.002586925003675,0.3297606553015516,1,0.0,,,0.0,,0,0.8227848101265822,0.0,0.0,0.1645569620253164,1,38.054,7.4,93.0,1 Seasons,1,0,,1,2171521868,217152186,10,4.0,1.8744404251556421,1,0,1,1,0,1,38.054,21.49869408080716,0,0,6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.10116049
Anthony Ant,27,United States,1999.0,1999.0,1.0,"HBO Family, YTV",Traditional,1999.0,0.0,anthony ant,tt0218747,tvSeries,Anthony Ant,Anthony Ant,0.0,1999.0,,30.0,"Adventure,Animation,Comedy",7.4,47.0,0.0,0.7594936708860759,0.0,5.620616999628175e-05,0.3038115198969294,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,624329515,62432951,10,25.0,0.15484804043631564,1,0,1,1,0,0,0.0,20.252188857466354,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.027297912
The Wizard of Oz,13,United States,1990.0,1990.0,1.0,ABC,Traditional,1990.0,0.0,the wizard of oz,tt0098950,tvSeries,The Wizard of Oz,The Wizard of Oz,0.0,1990.0,1990.0,30.0,"Action,Adventure,Animation",6.5,364.0,0.0,0.6455696202531644,0.0,0.0005130614491968,0.258356113463565,0,10.0,3.26,0.0,200.0,True,1,0.6455696202531644,0.0041194644696189,0.0,0.1313796295089233,0,0.0,,,,0,1,,1,207205044,20720504,10,34.0,0.1735263927524262,1,0,0,1,1,0,0.0,19.14921941650878,0,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.88282776
Super Giant Robot Brothers,10,United States,2022.0,,1.0,Netflix,CGI,2023.0,1.0,super giant robot brothers,tt14906890,tvSeries,Super Giant Robot Brothers,Super Giant Robot Brothers,0.0,2022.0,2022.0,26.0,"Action,Adventure,Animation",6.6,252.0,0.0,0.6582278481012657,0.0,0.0003516488584382,0.2633790514551158,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0,0,,1,18999461,1899946,10,2.0,2.76669474436376,1,0,0,1,1,0,0.0,16.759921220940342,0,1,4,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0.18353565
Super Drags,5,Brazil,2018.0,2018.0,1.0,Netflix,Traditional,2018.0,0.0,super drags,tt8912244,tvSeries,Super Drags,Super Drags,0.0,2018.0,2018.0,24.0,"Animation,Comedy,Fantasy",5.5,2041.0,0.0,0.5189873417721519,0.0,0.0029299267590369,0.2083274183986199,0,0.0,,,0.0,,0,0.5189873417721519,0.0,0.0,0.1037974683544303,0,0.0,,,,0,0,,1,14971456,1497145,10,6.0,1.2702808331207684,1,0,1,0,0,0,0.0,16.521656079649063,0,1,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.3058085
Super Dave: Daredevil for Hire,13,United States,1992.0,1993.0,1.0,Fox Kids,Traditional,1993.0,1.0,super dave: daredevil for hire,tt0437752,tvSeries,Super Dave: Daredevil for Hire,Super Dave: Daredevil for Hire,0.0,1992.0,,30.0,"Animation,Comedy,Family",6.6,217.0,0.0,0.6582278481012657,0.0,0.0003012074238262,0.2633664410964628,0,0.0,,,0.0,,0,0.6582278481012657,0.0,0.0,0.1316455696202531,0,0.0,,,,0,0,,1,296052,29605,10,32.0,0.16826547071215903,1,1,1,0,0,0,0.0,12.598293771331988,0,1,5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.2526095
Summer Memories,20,Canada,2022.0,2022.0,1.0,Family Channel,Flash,2022.0,0.0,summer memories,tt16758130,tvSeries,Summer Memories,Summer Memories,0.0,2022.0,,23.0,Animation,7.4,67.0,0.0,0.7594936708860759,0.0,8.502984691745187e-05,0.3038187258161597,0,0.0,,,0.0,,0,0.7594936708860759,0.0,0.0,0.1518987341772152,0,0.0,,,,0,0,,1,137195108,13719510,10,2.0,2.1097538525880535,1,0,0,0,0,0,0.0,18.736914623932584,0,0,2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.024525205
Subway Surfers: The Animated Series,11,United States,2018.0,,1.0,YouTube,Flash,2023.0,5.0,subway surfers: the animated series,tt8881732,tvSeries,Subway Surfers: The Animated Series,Subway Surfers: The Animated Series,0.0,2018.0,2019.0,17.0,"Adventure,Animation,Family",7.0,223.0,0.0,0.7088607594936708,0.0,0.0003098545269025,0.283621767429194,0,0.0,,,0.0,,0,0.7088607594936708,0.0,0.0,0.1417721518987341,0,0.0,,,,0,0,,1,1527331314,152733131,10,6.0,0.9019410086425066,1,1,0,1,0,0,0.0,21.146787810833395,0,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.09283636
Stunt Dawgs,40,United States,1992.0,1993.0,1.0,Syndication,Traditional,1993.0,1.0,stunt dawgs,tt0182640,tvSeries,Stunt Dawgs,Stunt Dawgs,0.0,1992.0,,23.0,"Animation,Comedy,Family",7.9,50.0,0.0,0.8227848101265822,0.0,6.052972153445727e-05,0.3291290564810165,1,0.0,,,0.0,,0,0.8227848101265822,0.0,0.0,0.1645569620253164,1,0.0,,,,0,0,,1,1293986,129398,10,32.0,0.12286955102263518,1,1,1,0,0,0,0.0,14.073238707624666,0,0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.20700034
Strawberry Shortcake: Berry in the Big City,26,United States,2021.0,,1.0,YouTube,Flash,2023.0,2.0,strawberry shortcake: berry in the big city,tt7996132,tvSeries,Strawberry Shortcake: Berry in the Big City,Strawberry Shortcake: Berry in the Big City,0.0,2021.0,,23.0,"Animation,Family",4.7,290.0,0.0,0.4177215189873418,0.0,0.0004064138445884,0.1671902110560838,0,0.0,,,0.0,,0,0.4177215189873418,0.0,0.0,0.0835443037974683,0,40.039,7.0,9.0,1 Seasons,1,0,,1,373764616,37376461,10,3.0,1.891107755723831,1,1,0,0,0,1,40.039,19.739136790934534,0,0,7,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0.041743238
